GeneID	length	SYMBOL
ENSG00000112624	6661	BICRAL
ENSG00000112640	3787	PPP2R5D
ENSG00000112651	2171	MRPL2
ENSG00000112655	8985	PTK7
ENSG00000112658	4231	SRF
ENSG00000112659	12242	CUL9
ENSG00000112667	1247	DNPH1
ENSG00000112679	5686	DUSP22
ENSG00000112685	4990	EXOC2
ENSG00000112695	1922	COX7A2
ENSG00000112697	5502	TMEM30A
ENSG00000112699	4217	GMDS
ENSG00000112701	11417	SENP6
ENSG00000112706	3802	IMPG1
ENSG00000112715	14431	VEGFA
ENSG00000112739	8429	PRPF4B
ENSG00000112742	4579	TTK
ENSG00000112759	4298	SLC29A1
ENSG00000112761	1916	CCN6
ENSG00000112763	3787	BTN2A1
ENSG00000112769	11983	LAMA4
ENSG00000112773	6053	TENT5A
ENSG00000112782	10432	CLIC5
ENSG00000112787	9393	FBRSL1
ENSG00000112796	4275	ENPP5
ENSG00000112799	1203	LY86
ENSG00000112812	5290	PRSS16
ENSG00000112818	3088	MEP1A
ENSG00000112837	8654	TBX18
ENSG00000112851	13363	ERBIN
ENSG00000112852	4098	PCDHB2
ENSG00000112855	3719	HARS2
ENSG00000112874	4301	NUDT12
ENSG00000112877	3590	CEP72
ENSG00000112893	11254	MAN2A1
ENSG00000112902	12308	SEMA5A
ENSG00000112936	10105	C7
ENSG00000112941	6356	TENT4A
ENSG00000112964	6948	GHR
ENSG00000112972	6627	HMGCS1
ENSG00000112977	3323	DAP
ENSG00000112981	2389	NME5
ENSG00000112983	7009	BRD8
ENSG00000112984	3852	KIF20A
ENSG00000112992	12018	NNT
ENSG00000112996	6180	MRPS30
ENSG00000113013	9782	HSPA9
ENSG00000113048	19524	MRPS27
ENSG00000113068	2152	PFDN1
ENSG00000113070	2990	HBEGF
ENSG00000113073	3641	SLC4A9
ENSG00000113083	5596	LOX
ENSG00000113088	1567	GZMK
ENSG00000113100	4206	CDH9
ENSG00000113108	3609	APBB3
ENSG00000113119	3494	TMCO6
ENSG00000113140	4638	SPARC
ENSG00000113141	4036	IK
ENSG00000113161	10125	HMGCR
ENSG00000113163	14492	CERT1
ENSG00000113194	5924	FAF2
ENSG00000113196	1701	HAND1
ENSG00000113205	3355	PCDHB3
ENSG00000113209	3410	PCDHB5
ENSG00000113211	3231	PCDHB6
ENSG00000113212	3740	PCDHB7
ENSG00000113231	5594	PDE8B
ENSG00000113240	7922	CLK4
ENSG00000113248	3971	PCDHB15
ENSG00000113249	4856	HAVCR1
ENSG00000113262	8282	GRM6
ENSG00000113263	8587	ITK
ENSG00000113269	12817	RNF130
ENSG00000113272	2998	THG1L
ENSG00000113273	8899	ARSB
ENSG00000113282	6338	CLINT1
ENSG00000113296	4605	THBS4
ENSG00000113300	6572	CNOT6
ENSG00000113302	3078	IL12B
ENSG00000113303	3924	BTNL8
ENSG00000113312	9846	TTC1
ENSG00000113318	5329	MSH3
ENSG00000113319	11032	RASGRF2
ENSG00000113327	22751	GABRG2
ENSG00000113328	3096	CCNG1
ENSG00000113356	4024	POLR3G
ENSG00000113360	7782	DROSHA
ENSG00000113361	12443	CDH6
ENSG00000113368	3633	LMNB1
ENSG00000113369	4985	ARRDC3
ENSG00000113384	2742	GOLPH3
ENSG00000113387	9266	SUB1
ENSG00000113389	9979	NPR3
ENSG00000113391	5415	ARB2A
ENSG00000113396	3133	SLC27A6
ENSG00000113407	4257	TARS1
ENSG00000113430	2974	IRX4
ENSG00000113441	14966	LNPEP
ENSG00000113448	16321	PDE4D
ENSG00000113456	5627	RAD1
ENSG00000113460	4710	BRIX1
ENSG00000113492	3952	AGXT2
ENSG00000113494	13006	PRLR
ENSG00000113504	6004	SLC12A7
ENSG00000113520	820	IL4
ENSG00000113522	10565	RAD50
ENSG00000113525	1586	IL5
ENSG00000113532	7812	ST8SIA4
ENSG00000113552	3959	GNPDA1
ENSG00000113555	6114	PCDH12
ENSG00000113558	12697	SKP1
ENSG00000113569	9158	NUP155
ENSG00000113575	6499	PPP2CA
ENSG00000113578	4980	FGF1
ENSG00000113580	9161	NR3C1
ENSG00000113583	2301	C5orf15
ENSG00000113593	3777	PPWD1
ENSG00000113594	12159	LIFR
ENSG00000113595	4654	TRIM23
ENSG00000113597	6761	TRAPPC13
ENSG00000113600	3567	C9
ENSG00000113615	7291	SEC24A
ENSG00000113621	4807	TXNDC15
ENSG00000113638	9708	TTC33
ENSG00000113643	3417	RARS1
ENSG00000113645	10082	WWC1
ENSG00000113648	17013	MACROH2A1
ENSG00000113649	8795	TCERG1
ENSG00000113657	7179	DPYSL3
ENSG00000113658	9040	SMAD5
ENSG00000113712	8505	CSNK1A1
ENSG00000113716	6263	HMGXB3
ENSG00000113719	16736	ERGIC1
ENSG00000113721	7135	PDGFRB
ENSG00000113722	1775	CDX1
ENSG00000113732	1609	ATP6V0E1
ENSG00000113734	2440	BNIP1
ENSG00000113739	5062	STC2
ENSG00000113742	10444	CPEB4
ENSG00000113749	5675	HRH2
ENSG00000113758	5119	DBN1
ENSG00000113761	6686	ZNF346
ENSG00000113763	4317	UNC5A
ENSG00000113790	4651	EHHADH
ENSG00000113805	5430	CNTN3
ENSG00000113810	8164	SMC4
ENSG00000113811	2055	SELENOK
ENSG00000113812	4016	ACTR8
ENSG00000113838	3398	TBCCD1
ENSG00000113845	2715	TIMMDC1
ENSG00000113851	8052	CRBN
ENSG00000113889	4603	KNG1
ENSG00000113905	4993	HRG
ENSG00000113916	5936	BCL6
ENSG00000113924	2682	HGD
ENSG00000113946	3330	CLDN16
ENSG00000113966	4561	ARL6
ENSG00000113971	11488	NPHP3
ENSG00000114013	3437	CD86
ENSG00000114019	6479	AMOTL2
ENSG00000114021	9226	NIT2
ENSG00000114023	11604	FAM162A
ENSG00000114026	8733	OGG1
ENSG00000114030	8498	KPNA1
ENSG00000114054	7498	PCCB
ENSG00000114062	19033	UBE3A
ENSG00000114098	9843	ARMC8
ENSG00000114107	4409	CEP70
ENSG00000114113	845	RBP2
ENSG00000114115	3905	RBP1
ENSG00000114120	10339	SLC25A36
ENSG00000114124	6533	GRK7
ENSG00000114125	3102	RNF7
ENSG00000114126	11897	TFDP2
ENSG00000114127	11982	XRN1
ENSG00000114166	5211	KAT2B
ENSG00000114200	3072	BCHE
ENSG00000114204	2678	SERPINI2
ENSG00000114209	3275	PDCD10
ENSG00000114248	3125	LRRC31
ENSG00000114251	7153	WNT5A
ENSG00000114268	6107	PFKFB4
ENSG00000114270	11133	COL7A1
ENSG00000114279	11469	FGF12
ENSG00000114302	8701	PRKAR2A
ENSG00000114315	2059	HES1
ENSG00000114316	7328	USP4
ENSG00000114331	11066	ACAP2
ENSG00000114346	5499	ECT2
ENSG00000114349	3936	GNAT1
ENSG00000114353	7405	GNAI2
ENSG00000114354	12709	TFG
ENSG00000114374	18224	USP9Y
ENSG00000114378	3085	HYAL1
ENSG00000114383	2404	TUSC2
ENSG00000114388	3412	NPRL2
ENSG00000114391	2733	RPL24
ENSG00000114395	1926	CYB561D2
ENSG00000114405	4388	CEP15
ENSG00000114416	11874	FXR1
ENSG00000114423	12269	CBLB
ENSG00000114439	11892	BBX
ENSG00000114446	3631	IFT57
ENSG00000114450	7975	GNB4
ENSG00000114455	3574	HHLA2
ENSG00000114473	7468	IQCG
ENSG00000114480	4651	GBE1
ENSG00000114487	3747	MORC1
ENSG00000114491	7512	UMPS
ENSG00000114503	5111	NCBP2
ENSG00000114520	2708	SNX4
ENSG00000114529	6021	C3orf52
ENSG00000114541	11201	FRMD4B
ENSG00000114544	6590	SLC41A3
ENSG00000114547	4032	ROPN1B
ENSG00000114554	11235	PLXNA1
ENSG00000114573	6332	ATP6V1A
ENSG00000114626	6155	ABTB1
ENSG00000114631	2175	PODXL2
ENSG00000114638	2256	UPK1B
ENSG00000114646	4367	CSPG5
ENSG00000114648	7064	KLHL18
ENSG00000114650	6288	SCAP
ENSG00000114654	3273	EFCC1
ENSG00000114656	12033	CFAP92
ENSG00000114670	5355	NEK11
ENSG00000114686	2715	MRPL3
ENSG00000114698	4231	PLSCR4
ENSG00000114735	19221	HEMK1
ENSG00000114737	5056	CISH
ENSG00000114738	3915	MAPKAPK3
ENSG00000114739	15705	ACVR2B
ENSG00000114742	7473	WDR48
ENSG00000114744	4895	COMMD2
ENSG00000114745	8939	GORASP1
ENSG00000114757	10236	PEX5L
ENSG00000114767	1542	RRP9
ENSG00000114770	11365	ABCC5
ENSG00000114771	1632	AADAC
ENSG00000114779	3161	ABHD14B
ENSG00000114784	1889	EIF1B
ENSG00000114786	4761	ABHD14A-ACY1
ENSG00000114790	5459	ARHGEF26
ENSG00000114796	8650	KLHL24
ENSG00000114805	7177	PLCH1
ENSG00000114812	7384	VIPR1
ENSG00000114841	13873	DNAH1
ENSG00000114850	5179	SSR3
ENSG00000114853	5685	ZBTB47
ENSG00000114854	1141	TNNC1
ENSG00000114857	17309	NKTR
ENSG00000114859	8522	CLCN2
ENSG00000114861	32800	FOXP1
ENSG00000114867	8752	EIF4G1
ENSG00000114902	5121	SPCS1
ENSG00000114904	6393	NEK4
ENSG00000114923	4952	SLC4A3
ENSG00000114933	14373	INO80D
ENSG00000114942	1915	EEF1B2
ENSG00000114948	6425	ADAM23
ENSG00000114956	1455	DGUOK
ENSG00000114978	6440	MOB1A
ENSG00000114982	9022	KANSL3
ENSG00000114988	2709	LMAN2L
ENSG00000114993	5191	RTKN
ENSG00000114999	15730	TTL
ENSG00000115008	2017	IL1A
ENSG00000115009	1594	CCL20
ENSG00000115020	10839	PIKFYVE
ENSG00000115041	7956	KCNIP3
ENSG00000115042	5678	FAHD2A
ENSG00000115053	8919	NCL
ENSG00000115073	2853	ACTR1B
ENSG00000115084	13398	SLC35F5
ENSG00000115085	5314	ZAP70
ENSG00000115091	11946	ACTR3
ENSG00000115107	4562	STEAP3
ENSG00000115109	9209	EPB41L5
ENSG00000115112	9367	TFCP2L1
ENSG00000115128	1125	SF3B6
ENSG00000115129	2312	TP53I3
ENSG00000115137	5624	DNAJC27
ENSG00000115138	1538	POMC
ENSG00000115145	6776	STAM2
ENSG00000115155	8025	OTOF
ENSG00000115159	7165	GPD2
ENSG00000115163	1949	CENPA
ENSG00000115165	3384	CYTIP
ENSG00000115170	9842	ACVR1
ENSG00000115183	14915	TANC1
ENSG00000115194	5766	SLC30A3
ENSG00000115204	5625	MPV17
ENSG00000115207	5702	GTF3C2
ENSG00000115211	5193	EIF2B4
ENSG00000115216	5329	NRBP1
ENSG00000115221	7002	ITGB6
ENSG00000115226	1937	FNDC4
ENSG00000115232	10654	ITGA4
ENSG00000115233	7311	PSMD14
ENSG00000115234	3767	SNX17
ENSG00000115239	6735	ASB3
ENSG00000115241	3995	PPM1G
ENSG00000115252	6632	PDE1A
ENSG00000115255	2030	REEP6
ENSG00000115257	3792	PCSK4
ENSG00000115263	2378	GCG
ENSG00000115266	12635	APC2
ENSG00000115267	5225	IFIH1
ENSG00000115268	2138	RPS15
ENSG00000115271	5323	GCA
ENSG00000115274	1442	INO80B
ENSG00000115275	3584	MOGS
ENSG00000115282	4767	TTC31
ENSG00000115286	7456	NDUFS7
ENSG00000115289	1744	PCGF1
ENSG00000115290	2998	GRB14
ENSG00000115295	23405	CLIP4
ENSG00000115297	2810	TLX2
ENSG00000115306	18451	SPTBN1
ENSG00000115307	2455	AUP1
ENSG00000115310	6644	RTN4
ENSG00000115317	3405	HTRA2
ENSG00000115318	4519	LOXL3
ENSG00000115325	2800	DOK1
ENSG00000115339	4838	GALNT3
ENSG00000115350	2000	POLE4
ENSG00000115353	5128	TACR1
ENSG00000115355	33942	CCDC88A
ENSG00000115361	5152	ACADL
ENSG00000115363	2745	EVA1A
ENSG00000115364	8947	MRPL19
ENSG00000115365	9372	LANCL1
ENSG00000115368	5040	WDR75
ENSG00000115380	3962	EFEMP1
ENSG00000115386	1715	REG1A
ENSG00000115392	37977	FANCL
ENSG00000115414	17216	FN1
ENSG00000115415	18467	STAT1
ENSG00000115419	9833	GLS
ENSG00000115421	8479	PAPOLG
ENSG00000115423	13514	DNAH6
ENSG00000115425	3196	PECR
ENSG00000115446	2230	UNC50
ENSG00000115457	4742	IGFBP2
ENSG00000115459	7259	ELMOD3
ENSG00000115461	6466	IGFBP5
ENSG00000115464	18443	USP34
ENSG00000115468	2671	EFHD1
ENSG00000115474	3636	KCNJ13
ENSG00000115484	2701	CCT4
ENSG00000115486	13307	GGCX
ENSG00000115488	1143	NEU2
ENSG00000115504	8224	EHBP1
ENSG00000115507	4833	OTX1
ENSG00000115514	2816	TXNDC9
ENSG00000115520	2654	COQ10B
ENSG00000115523	3047	GNLY
ENSG00000115524	10421	SF3B1
ENSG00000115525	16300	ST3GAL5
ENSG00000115526	4499	CHST10
ENSG00000115539	1532	PDCL3
ENSG00000115540	4081	MOB4
ENSG00000115541	1823	HSPE1
ENSG00000115548	13299	KDM3A
ENSG00000115556	5777	PLCD4
ENSG00000115561	7019	CHMP3
ENSG00000115568	11560	ZNF142
ENSG00000115590	2957	IL1R2
ENSG00000115592	3409	PRKAG3
ENSG00000115593	4552	SMYD1
ENSG00000115594	7123	IL1R1
ENSG00000115596	1719	WNT6
ENSG00000115598	2611	IL1RL2
ENSG00000115602	5746	IL1RL1
ENSG00000115604	4500	IL18R1
ENSG00000115607	2966	IL18RAP
ENSG00000115616	6175	SLC9A2
ENSG00000115641	6626	FHL2
ENSG00000115648	7435	MLPH
ENSG00000115649	2719	CNPPD1
ENSG00000115652	6980	UXS1
ENSG00000115657	5205	ABCB6
ENSG00000115661	4368	STK16
ENSG00000115665	5168	SLC5A7
ENSG00000115677	12160	HDLBP
ENSG00000115685	3781	PPP1R7
ENSG00000115687	10665	PASK
ENSG00000115694	7588	STK25
ENSG00000115705	8453	TPO
ENSG00000115718	2491	PROC
ENSG00000115738	2213	ID2
ENSG00000115750	3975	TAF1B
ENSG00000115756	6237	HPCAL1
ENSG00000115758	3307	ODC1
ENSG00000115760	18535	BIRC6
ENSG00000115761	21331	NOL10
ENSG00000115762	6728	PLEKHB2
ENSG00000115806	4705	GORASP2
ENSG00000115808	14351	STRN
ENSG00000115816	3512	CEBPZ
ENSG00000115825	10269	PRKD3
ENSG00000115827	7657	DCAF17
ENSG00000115828	2676	QPCT
ENSG00000115839	20871	RAB3GAP1
ENSG00000115840	6126	SLC25A12
ENSG00000115841	6031	RMDN2
ENSG00000115844	2971	DLX2
ENSG00000115850	6580	LCT
ENSG00000115866	4752	DARS1
ENSG00000115875	4045	SRSF7
ENSG00000115884	3613	SDC1
ENSG00000115896	8113	PLCL1
ENSG00000115902	6941	SLC1A4
ENSG00000115904	22984	SOS1
ENSG00000115919	17442	KYNU
ENSG00000115934	1329	LINC02566
ENSG00000115935	15561	WIPF1
ENSG00000115942	5831	ORC2
ENSG00000115944	5605	COX7A2L
ENSG00000115946	2630	PNO1
ENSG00000115947	8916	ORC4
ENSG00000115956	3205	PLEK
ENSG00000115963	3594	RND3
ENSG00000115966	5751	ATF2
ENSG00000115970	14197	THADA
ENSG00000115977	24843	AAK1
ENSG00000115993	7516	TRAK2
ENSG00000115998	3573	C2orf42
ENSG00000116001	6607	TIA1
ENSG00000116005	5864	PCYOX1
ENSG00000116014	1670	KISS1R
ENSG00000116016	7291	EPAS1
ENSG00000116017	7217	ARID3A
ENSG00000116030	2153	SUMO1
ENSG00000116031	1866	CD207
ENSG00000116032	3281	GRIN3B
ENSG00000116035	2975	VAX2
ENSG00000116039	2656	ATP6V1B1
ENSG00000116044	14975	NFE2L2
ENSG00000116062	17722	MSH6
ENSG00000116095	14205	PLEKHA3
ENSG00000116096	1458	SPR
ENSG00000116106	7554	EPHA4
ENSG00000116117	10522	PARD3B
ENSG00000116120	6761	FARSB
ENSG00000116127	22670	ALMS1
ENSG00000116128	6331	BCL9
ENSG00000116132	8248	PRRX1
ENSG00000116133	6214	DHCR24
ENSG00000116138	8563	DNAJC16
ENSG00000116141	15255	MARK1
ENSG00000116147	13470	TNR
ENSG00000116151	11337	MORN1
ENSG00000116157	1692	GPX7
ENSG00000116161	4611	CACYBP
ENSG00000116171	8253	SCP2
ENSG00000116176	1554	TPSG1
ENSG00000116183	10926	PAPPA2
ENSG00000116191	9161	RALGPS2
ENSG00000116194	3598	ANGPTL1
ENSG00000116198	11885	CEP104
ENSG00000116199	6046	FAM20B
ENSG00000116205	12168	TCEANC2
ENSG00000116209	9149	TMEM59
ENSG00000116212	2411	LRRC42
ENSG00000116213	7634	WRAP73
ENSG00000116218	1874	NPHS2
ENSG00000116221	2549	MRPL37
ENSG00000116237	4910	ICMT
ENSG00000116251	4665	RPL22
ENSG00000116254	10094	CHD5
ENSG00000116260	9276	QSOX1
ENSG00000116266	5892	STXBP3
ENSG00000116273	3632	PHF13
ENSG00000116285	4179	ERRFI1
ENSG00000116288	2397	PARK7
ENSG00000116299	9194	ELAPOR1
ENSG00000116329	9317	OPRD1
ENSG00000116337	9301	AMPD2
ENSG00000116350	8806	SRSF4
ENSG00000116353	4138	MECR
ENSG00000116396	26071	KCNC4
ENSG00000116406	18576	EDEM3
ENSG00000116455	2685	WDR77
ENSG00000116459	3138	ATP5PB
ENSG00000116473	5532	RAP1A
ENSG00000116478	3966	HDAC1
ENSG00000116489	3495	CAPZA1
ENSG00000116497	9190	S100PBP
ENSG00000116514	2734	RNF19B
ENSG00000116521	3862	SCAMP3
ENSG00000116525	3976	TRIM62
ENSG00000116539	13783	ASH1L
ENSG00000116544	4042	DLGAP3
ENSG00000116560	7720	SFPQ
ENSG00000116574	3965	RHOU
ENSG00000116580	11970	GON4L
ENSG00000116584	9250	ARHGEF2
ENSG00000116586	1404	LAMTOR2
ENSG00000116604	6351	MEF2D
ENSG00000116641	24890	DOCK7
ENSG00000116649	1894	SRM
ENSG00000116652	3555	DLEU2L
ENSG00000116661	3163	FBXO2
ENSG00000116663	1735	FBXO6
ENSG00000116667	11594	C1orf21
ENSG00000116668	4068	SWT1
ENSG00000116670	5431	MAD2L2
ENSG00000116675	6958	DNAJC6
ENSG00000116678	11370	LEPR
ENSG00000116679	7873	IVNS1ABP
ENSG00000116685	3281	KIAA2013
ENSG00000116688	10234	MFN2
ENSG00000116690	5049	PRG4
ENSG00000116691	2821	MIIP
ENSG00000116698	8317	SMG7
ENSG00000116701	4319	NCF2
ENSG00000116703	1331	PDC
ENSG00000116704	6193	SLC35D1
ENSG00000116711	2879	PLA2G4A
ENSG00000116717	1925	GADD45A
ENSG00000116721	2439	PRAMEF1
ENSG00000116726	2889	PRAMEF12
ENSG00000116729	4459	WLS
ENSG00000116731	10933	PRDM2
ENSG00000116741	2088	RGS2
ENSG00000116745	4307	RPE65
ENSG00000116747	9070	RO60
ENSG00000116748	3082	AMPD1
ENSG00000116750	6661	UCHL5
ENSG00000116752	1289	BCAS2
ENSG00000116754	8473	SRSF11
ENSG00000116761	2414	CTH
ENSG00000116771	3095	AGMAT
ENSG00000116774	2821	OLFML3
ENSG00000116783	4733	TNNI3K
ENSG00000116785	4261	CFHR3
ENSG00000116786	4134	PLEKHM2
ENSG00000116791	4085	CRYZ
ENSG00000116793	7170	PHTF1
ENSG00000116809	4240	ZBTB17
ENSG00000116815	1784	CD58
ENSG00000116819	4308	TFAP2E
ENSG00000116824	1635	CD2
ENSG00000116830	10158	TTF2
ENSG00000116833	7543	NR5A2
ENSG00000116852	12164	KIF21B
ENSG00000116857	3919	TMEM9
ENSG00000116863	1651	ADPRS
ENSG00000116871	5271	MAP7D1
ENSG00000116874	3830	WARS2
ENSG00000116882	1877	HAO2
ENSG00000116885	2788	OSCP1
ENSG00000116898	2863	MRPS15
ENSG00000116903	5100	EXOC8
ENSG00000116906	3261	GNPAT
ENSG00000116918	6353	TSNAX
ENSG00000116922	4443	AIRIM
ENSG00000116954	5116	RRAGC
ENSG00000116962	5811	NID1
ENSG00000116977	9462	LGALS8
ENSG00000116981	9068	NT5C1A
ENSG00000116983	4758	HPCAL4
ENSG00000116984	19254	MTR
ENSG00000116985	4826	BMP8B
ENSG00000116990	4967	MYCL
ENSG00000116991	8552	SIPA1L2
ENSG00000116996	2474	ZP4
ENSG00000117000	6232	RLF
ENSG00000117009	5946	KMO
ENSG00000117010	3101	ZNF684
ENSG00000117013	4408	KCNQ4
ENSG00000117016	7259	RIMS3
ENSG00000117020	16643	AKT3
ENSG00000117036	6707	ETV3
ENSG00000117054	13774	ACADM
ENSG00000117069	6059	ST6GALNAC5
ENSG00000117090	4012	SLAMF1
ENSG00000117091	3254	CD48
ENSG00000117114	24178	ADGRL2
ENSG00000117115	6000	PADI2
ENSG00000117118	3071	SDHB
ENSG00000117122	2712	MFAP2
ENSG00000117133	2290	RPF1
ENSG00000117139	24899	KDM5B
ENSG00000117143	4619	UAP1
ENSG00000117148	1844	ACTL8
ENSG00000117151	6934	CTBS
ENSG00000117152	4729	RGS4
ENSG00000117153	3508	KLHL12
ENSG00000117154	3033	IGSF21
ENSG00000117155	8563	SSX2IP
ENSG00000117174	6203	ZNHIT6
ENSG00000117215	2681	PLA2G2D
ENSG00000117222	4404	RBBP5
ENSG00000117226	4284	GBP3
ENSG00000117228	6103	GBP1
ENSG00000117242	4443	PINK1-AS
ENSG00000117245	4470	KIF17
ENSG00000117262	5561	GPR89A
ENSG00000117266	6830	CDK18
ENSG00000117280	3904	RAB29
ENSG00000117281	3971	CD160
ENSG00000117298	7308	ECE1
ENSG00000117305	5628	HMGCL
ENSG00000117308	3955	GALE
ENSG00000117318	1496	ID3
ENSG00000117322	5030	CR2
ENSG00000117335	15505	CD46
ENSG00000117360	5408	PRPF3
ENSG00000117362	3473	APH1A
ENSG00000117385	6766	P3H1
ENSG00000117394	6614	SLC2A1
ENSG00000117395	3561	EBNA1BP2
ENSG00000117399	2012	CDC20
ENSG00000117400	3937	MPL
ENSG00000117407	2657	ARTN
ENSG00000117408	5072	IPO13
ENSG00000117410	3239	ATP6V0B
ENSG00000117411	5472	B4GALT2
ENSG00000117419	2785	ERI3
ENSG00000117425	5334	PTCH2
ENSG00000117448	3121	AKR1A1
ENSG00000117450	1682	PRDX1
ENSG00000117461	7397	PIK3R3
ENSG00000117472	2370	TSPAN1
ENSG00000117475	3820	BLZF1
ENSG00000117477	3961	CCDC181
ENSG00000117479	4364	SLC19A2
ENSG00000117480	2724	FAAH
ENSG00000117481	7856	NSUN4
ENSG00000117500	9211	TMED5
ENSG00000117501	3776	MROH9
ENSG00000117505	10925	DR1
ENSG00000117507	1620	FMO6P
ENSG00000117519	2783	CNN3
ENSG00000117523	14189	PRRC2C
ENSG00000117525	2886	F3
ENSG00000117528	7655	ABCD3
ENSG00000117533	4986	VAMP4
ENSG00000117543	5951	DPH5
ENSG00000117560	1805	FASLG
ENSG00000117569	20122	PTBP2
ENSG00000117586	11714	TNFSF4
ENSG00000117592	2311	PRDX6
ENSG00000117593	7353	DARS2
ENSG00000117594	1512	HSD11B1
ENSG00000117595	5106	IRF6
ENSG00000117597	10411	UTP25
ENSG00000117598	4859	PLPPR5
ENSG00000117600	5201	PLPPR4
ENSG00000117601	1721	SERPINC1
ENSG00000117602	7138	RCAN3
ENSG00000117614	3773	SYF2
ENSG00000117616	6730	RSRP1
ENSG00000117620	18235	SLC35A3
ENSG00000117625	9092	RCOR3
ENSG00000117632	6247	STMN1
ENSG00000117640	5797	MTFR1L
ENSG00000117643	7934	MAN1C1
ENSG00000117650	3095	NEK2
ENSG00000117676	5884	RPS6KA1
ENSG00000117682	7156	DHDDS
ENSG00000117691	1264	NENF
ENSG00000117697	13867	NSL1
ENSG00000117707	8899	PROX1
ENSG00000117713	16790	ARID1A
ENSG00000117724	12471	CENPF
ENSG00000117748	1981	RPA2
ENSG00000117751	2815	PPP1R8
ENSG00000117758	3801	STX12
ENSG00000117791	2597	MTARC2
ENSG00000117834	4535	SLC5A9
ENSG00000117859	10273	OSBPL9
ENSG00000117862	3445	TXNDC12
ENSG00000117868	7094	ESYT2
ENSG00000117877	3197	POLR1G
ENSG00000117899	7455	MESD
ENSG00000117906	9901	RCN2
ENSG00000117971	4984	CHRNB4
ENSG00000117983	18598	MUC5B
ENSG00000117984	5697	CTSD
ENSG00000118004	2778	COLEC11
ENSG00000118007	7843	STAG1
ENSG00000118017	1779	A4GNT
ENSG00000118046	8832	STK11
ENSG00000118058	31469	KMT2A
ENSG00000118094	3182	TREH
ENSG00000118096	3773	IFT46
ENSG00000118113	3437	MMP8
ENSG00000118137	1096	APOA1
ENSG00000118156	4904	ZNF541
ENSG00000118160	5271	SLC8A2
ENSG00000118162	2115	KPTN
ENSG00000118181	1477	RPS25
ENSG00000118193	7294	KIF14
ENSG00000118194	7330	TNNT2
ENSG00000118197	4410	DDX59
ENSG00000118200	8442	CAMSAP2
ENSG00000118217	14263	ATF6
ENSG00000118231	642	CRYGD
ENSG00000118242	3576	MREG
ENSG00000118245	407	TNP1
ENSG00000118246	9759	FASTKD2
ENSG00000118257	13896	NRP2
ENSG00000118260	12132	CREB1
ENSG00000118263	9616	KLF7
ENSG00000118271	2176	TTR
ENSG00000118276	5165	B4GALT6
ENSG00000118292	1270	C1orf54
ENSG00000118298	3296	CA14
ENSG00000118307	3126	DNAI7
ENSG00000118308	6611	IRAG2
ENSG00000118322	11310	ATP10B
ENSG00000118363	2967	SPCS2
ENSG00000118369	5754	USP35
ENSG00000118402	3013	ELOVL4
ENSG00000118407	8964	FILIP1
ENSG00000118412	8147	CASP8AP2
ENSG00000118418	1345	HMGN3
ENSG00000118420	6402	UBE3D
ENSG00000118432	6345	CNR1
ENSG00000118434	1664	SPACA1
ENSG00000118454	6184	ANKRD13C
ENSG00000118473	25445	SGIP1
ENSG00000118482	20926	PHF3
ENSG00000118491	1072	ZC2HC1B
ENSG00000118492	8661	ADGB
ENSG00000118495	6410	PLAGL1
ENSG00000118496	9051	FBXO30
ENSG00000118503	6443	TNFAIP3
ENSG00000118507	4593	AKAP7
ENSG00000118508	1065	RAB32
ENSG00000118513	5495	MYB
ENSG00000118514	2858	ALDH8A1
ENSG00000118515	9962	SGK1
ENSG00000118518	3392	RNF146
ENSG00000118520	2219	ARG1
ENSG00000118523	2338	CCN2
ENSG00000118526	3679	TCF21
ENSG00000118557	5591	PMFBP1
ENSG00000118564	4701	FBXL5
ENSG00000118579	10972	MED28
ENSG00000118596	13703	SLC16A7
ENSG00000118600	10352	RXYLT1
ENSG00000118620	6831	ZNF430
ENSG00000118640	895	VAMP8
ENSG00000118655	4721	DCLRE1B
ENSG00000118680	1738	MYL12B
ENSG00000118689	7670	FOXO3
ENSG00000118690	4254	ARMC2
ENSG00000118702	550	GHRH
ENSG00000118705	3346	RPN2
ENSG00000118707	3973	TGIF2
ENSG00000118729	8300	CASQ2
ENSG00000118733	4393	OLFM3
ENSG00000118762	5531	PKD2
ENSG00000118777	5602	ABCG2
ENSG00000118785	7250	SPP1
ENSG00000118804	2244	STBD1
ENSG00000118816	4048	CCNI
ENSG00000118849	2029	RARRES1
ENSG00000118855	5227	MFSD1
ENSG00000118873	21916	RAB3GAP2
ENSG00000118894	3135	EEF2KMT
ENSG00000118898	7699	PPL
ENSG00000118900	8592	UBN1
ENSG00000118903	477	BTF3P11
ENSG00000118922	11547	KLF12
ENSG00000118939	1890	UCHL3
ENSG00000118946	8392	PCDH17
ENSG00000118960	14625	HS1BP3
ENSG00000118961	4433	LDAH
ENSG00000118965	7807	WDR35
ENSG00000118971	7988	CCND2
ENSG00000118972	4713	FGF23
ENSG00000118976	3067	OTUD4P1
ENSG00000118985	7108	ELL2
ENSG00000118990	321	GLRXP3
ENSG00000118997	21349	DNAH7
ENSG00000119004	10619	CYP20A1
ENSG00000119013	1852	NDUFB3
ENSG00000119041	7330	GTF3C3
ENSG00000119042	14762	SATB2
ENSG00000119048	3402	UBE2B
ENSG00000119121	9289	TRPM6
