GeneID	length	SYMBOL
ENSMUSG00000035916	7499	Ptprq
ENSMUSG00000035919	6243	Bbs9
ENSMUSG00000035923	1263	Myf6
ENSMUSG00000035929	2596	H2-Q4
ENSMUSG00000035930	2282	Chst4
ENSMUSG00000035932	5789	Or6s1
ENSMUSG00000035933	6298	Cog5
ENSMUSG00000035934	10335	Pknox2
ENSMUSG00000035936	5647	Aldh5a1
ENSMUSG00000035941	8628	Ibtk
ENSMUSG00000035944	3842	Ttc38
ENSMUSG00000035946	1665	Gsx2
ENSMUSG00000035948	7196	Acss3
ENSMUSG00000035949	9501	Fbxw2
ENSMUSG00000035951	700	Ascl3
ENSMUSG00000035953	4491	Pip4p1
ENSMUSG00000035954	22923	Dock4
ENSMUSG00000035958	3286	Tdp2
ENSMUSG00000035960	1422	Apex1
ENSMUSG00000035963	1248	Cimap1d
ENSMUSG00000035964	1663	Tmem59l
ENSMUSG00000035967	7173	Ints6l
ENSMUSG00000035969	7923	Rusc2
ENSMUSG00000035983	1524	Gm7008
ENSMUSG00000035984	1154	Nme5
ENSMUSG00000035992	7119	Fnip1
ENSMUSG00000036002	4129	Atosb
ENSMUSG00000036006	11825	Ripor2
ENSMUSG00000036009	2688	Mettl25
ENSMUSG00000036013	995	Pabir3
ENSMUSG00000036019	7779	Tmtc2
ENSMUSG00000036022	4409	Pabir2
ENSMUSG00000036023	3628	Parp2
ENSMUSG00000036026	5098	Tmem63b
ENSMUSG00000036027	1497	Pou2af2
ENSMUSG00000036030	9158	Prtg
ENSMUSG00000036036	3786	Zfp57
ENSMUSG00000036040	7993	Adamtsl2
ENSMUSG00000036045	1131	Gm12221
ENSMUSG00000036046	9604	5031439G07Rik
ENSMUSG00000036052	5936	Dnajb5
ENSMUSG00000036053	5634	Fmnl2
ENSMUSG00000036054	14428	Sugp2
ENSMUSG00000036057	5619	Ptpn23
ENSMUSG00000036061	6141	Smug1
ENSMUSG00000036062	7118	Phf24
ENSMUSG00000036067	3211	Slc2a6
ENSMUSG00000036073	2471	Galt
ENSMUSG00000036078	3136	Sigmar1
ENSMUSG00000036083	6777	Slc17a3
ENSMUSG00000036086	9079	Zranb3
ENSMUSG00000036087	8446	Slain2
ENSMUSG00000036091	1948	Hyal3
ENSMUSG00000036093	5409	Arl5a
ENSMUSG00000036095	11377	Dgkb
ENSMUSG00000036097	7996	Slf2
ENSMUSG00000036098	8562	Myrf
ENSMUSG00000036099	20631	Vezt
ENSMUSG00000036103	8725	Colec12
ENSMUSG00000036104	11739	Rab3gap1
ENSMUSG00000036106	1917	Prr5
ENSMUSG00000036109	8743	Mbnl3
ENSMUSG00000036110	5956	Slc17a2
ENSMUSG00000036111	1552	Lmo1
ENSMUSG00000036112	7654	Metap2
ENSMUSG00000036114	856	Rpp25l
ENSMUSG00000036117	1537	Il5
ENSMUSG00000036120	3967	Rfxank
ENSMUSG00000036123	5504	Slc9a3
ENSMUSG00000036131	2142	Frmd7
ENSMUSG00000036136	3088	Fam110c
ENSMUSG00000036138	4414	Acaa1a
ENSMUSG00000036139	2430	Hoxc9
ENSMUSG00000036144	2360	Meox2
ENSMUSG00000036151	1901	Tm6sf2
ENSMUSG00000036155	10291	Mgat5
ENSMUSG00000036158	4345	Prickle1
ENSMUSG00000036160	4071	Surf6
ENSMUSG00000036162	708	Fam219aos
ENSMUSG00000036167	4545	Pphln1
ENSMUSG00000036168	4305	Ccdc38
ENSMUSG00000036169	1781	Sostdc1
ENSMUSG00000036172	5984	Cd200r3
ENSMUSG00000036180	5589	Gatad2a
ENSMUSG00000036181	1560	H1f2
ENSMUSG00000036185	1028	Sapcd1
ENSMUSG00000036186	2476	Dipk1b
ENSMUSG00000036188	6020	Ankmy2
ENSMUSG00000036192	11076	Rorb
ENSMUSG00000036196	4756	Slc26a8
ENSMUSG00000036197	6722	Gxylt1
ENSMUSG00000036198	3421	Arhgap36
ENSMUSG00000036199	1251	Ndufa13
ENSMUSG00000036202	10504	Rif1
ENSMUSG00000036206	5112	Sh3bp4
ENSMUSG00000036208	5741	Nepro
ENSMUSG00000036211	912	H1f6
ENSMUSG00000036214	1713	Polr1has
ENSMUSG00000036216	531	Leap2
ENSMUSG00000036218	4733	Pdzrn4
ENSMUSG00000036223	2669	Ska1
ENSMUSG00000036225	7917	Kctd1
ENSMUSG00000036231	972	Agr3
ENSMUSG00000036241	4189	Ube2r2
ENSMUSG00000036242	9271	Armh4
ENSMUSG00000036244	1332	Tbc1d21
ENSMUSG00000036246	5552	Gmip
ENSMUSG00000036249	2633	Rbm43
ENSMUSG00000036251	4732	Trpm8
ENSMUSG00000036256	1209	Igfbp7
ENSMUSG00000036257	14174	Pnpla8
ENSMUSG00000036264	4380	Fstl4
ENSMUSG00000036270	5497	Edc4
ENSMUSG00000036273	11834	Lrrk2
ENSMUSG00000036275	3296	9530068E07Rik
ENSMUSG00000036278	1228	Macrod1
ENSMUSG00000036281	6622	Snapc4
ENSMUSG00000036282	6970	Naa30
ENSMUSG00000036285	4029	Noa1
ENSMUSG00000036291	11392	Ap5m1
ENSMUSG00000036292	5018	Gramd1c
ENSMUSG00000036295	3865	Lrrn3
ENSMUSG00000036298	8367	Slc2a13
ENSMUSG00000036299	1743	BC031181
ENSMUSG00000036304	5836	Zdhhc23
ENSMUSG00000036305	151	Rpl39-ps
ENSMUSG00000036306	6802	Lzts1
ENSMUSG00000036309	2211	Skp1
ENSMUSG00000036315	819	Polr1h
ENSMUSG00000036322	1042	H2-Ea
ENSMUSG00000036323	5717	Srp72
ENSMUSG00000036327	4644	Qsox2
ENSMUSG00000036330	5401	Slc18a1
ENSMUSG00000036333	8669	Kidins220
ENSMUSG00000036334	10150	Igsf10
ENSMUSG00000036339	21065	Tmem260
ENSMUSG00000036352	2632	Ubac1
ENSMUSG00000036353	2546	P2ry12
ENSMUSG00000036356	5093	Csgalnact1
ENSMUSG00000036357	5410	Gpr101
ENSMUSG00000036362	2528	P2ry13
ENSMUSG00000036368	4223	Rmdn2
ENSMUSG00000036371	20117	Serbp1
ENSMUSG00000036372	1611	Tmem258
ENSMUSG00000036376	4456	Abt1
ENSMUSG00000036377	12296	Cracd
ENSMUSG00000036381	11059	P2ry14
ENSMUSG00000036390	1764	Gadd45a
ENSMUSG00000036391	10683	Sec24a
ENSMUSG00000036395	9043	Glb1l2
ENSMUSG00000036398	1975	Ppp1r11
ENSMUSG00000036401	1403	Glt6d1
ENSMUSG00000036402	4727	Gng12
ENSMUSG00000036403	7188	Cep135
ENSMUSG00000036411	4856	Matcap2
ENSMUSG00000036412	2975	Arsi
ENSMUSG00000036422	4538	Pcdh8
ENSMUSG00000036427	6452	Gpi1
ENSMUSG00000036430	1164	Tbcc
ENSMUSG00000036432	2999	Siah2
ENSMUSG00000036435	12042	Exoc1
ENSMUSG00000036437	3454	Npy1r
ENSMUSG00000036438	1467	Calm2
ENSMUSG00000036442	1819	Thap11
ENSMUSG00000036446	2448	Lum
ENSMUSG00000036449	651	Lcn8
ENSMUSG00000036450	6606	Hif1an
ENSMUSG00000036452	9723	Arhgap26
ENSMUSG00000036459	2383	Wtip
ENSMUSG00000036461	6737	Elf1
ENSMUSG00000036463	1406	4930544G11Rik
ENSMUSG00000036466	11181	Megf11
ENSMUSG00000036469	7146	Marchf1
ENSMUSG00000036473	8557	Tbc1d24
ENSMUSG00000036478	5276	Btg1
ENSMUSG00000036480	2180	Prss56
ENSMUSG00000036492	1795	Rnf39
ENSMUSG00000036499	9592	Eea1
ENSMUSG00000036500	2099	Akp3
ENSMUSG00000036501	9061	Fam13b
ENSMUSG00000036502	4490	Tmem255a
ENSMUSG00000036503	10019	Rnf13
ENSMUSG00000036504	1074	Phpt1
ENSMUSG00000036510	7740	Cdh8
ENSMUSG00000036513	3312	Commd2
ENSMUSG00000036521	586	Scgb2b2
ENSMUSG00000036523	9580	Greb1
ENSMUSG00000036526	4866	Card11
ENSMUSG00000036528	10876	Ppfibp2
ENSMUSG00000036529	6826	Sbf1
ENSMUSG00000036533	2309	Cdc42ep3
ENSMUSG00000036534	4144	Slc38a7
ENSMUSG00000036537	1223	Rnf113a1
ENSMUSG00000036545	9336	Adamts2
ENSMUSG00000036550	17169	Cnot1
ENSMUSG00000036551	1792	Akap14
ENSMUSG00000036552	7247	Ermard
ENSMUSG00000036553	5735	Sh3tc1
ENSMUSG00000036555	12037	Iqce
ENSMUSG00000036557	1208	Stpg4
ENSMUSG00000036560	4584	Lgi4
ENSMUSG00000036561	9345	Ppp6r2
ENSMUSG00000036564	4893	Ndrg4
ENSMUSG00000036565	5684	Ttyh3
ENSMUSG00000036568	6851	Bicral
ENSMUSG00000036570	2186	Fxyd1
ENSMUSG00000036572	3999	Upf3b
ENSMUSG00000036574	1724	Tex44
ENSMUSG00000036578	693	Fxyd7
ENSMUSG00000036580	7683	Spart
ENSMUSG00000036585	5463	Fgf1
ENSMUSG00000036586	613	Grifin
ENSMUSG00000036587	2355	Fut7
ENSMUSG00000036591	9271	Arhgap21
ENSMUSG00000036594	3798	H2-Aa
ENSMUSG00000036596	2245	Cpz
ENSMUSG00000036598	1288	Ccdc113
ENSMUSG00000036599	2362	Chst12
ENSMUSG00000036602	5756	Alx1
ENSMUSG00000036606	7720	Plxnb2
ENSMUSG00000036611	2935	Eepd1
ENSMUSG00000036613	4998	Eipr1
ENSMUSG00000036615	2242	Rfxap
ENSMUSG00000036617	16148	Etl4
ENSMUSG00000036620	2719	Mgat4b
ENSMUSG00000036622	6000	Atp13a2
ENSMUSG00000036632	3728	Alg5
ENSMUSG00000036634	4072	Mag
ENSMUSG00000036636	5291	Clcn7
ENSMUSG00000036639	1473	Nudt1
ENSMUSG00000036641	9929	Ccdc148
ENSMUSG00000036644	6429	Tbc1d9b
ENSMUSG00000036646	5391	Man1b1
ENSMUSG00000036647	6834	Or6b9
ENSMUSG00000036655	1621	Colec11
ENSMUSG00000036658	3265	Or2b6
ENSMUSG00000036661	5709	Dennd3
ENSMUSG00000036667	9638	Tcaf1
ENSMUSG00000036672	3646	Cenpt
ENSMUSG00000036676	8939	Tmtc3
ENSMUSG00000036678	2798	Aaas
ENSMUSG00000036686	3710	Cc2d1a
ENSMUSG00000036687	5277	Tmem184a
ENSMUSG00000036693	2730	Nop14
ENSMUSG00000036698	14031	Ago2
ENSMUSG00000036699	2280	Zcchc12
ENSMUSG00000036707	7077	Cab39
ENSMUSG00000036712	12548	Cyld
ENSMUSG00000036718	4144	Micall2
ENSMUSG00000036721	5003	Zscan12
ENSMUSG00000036731	1330	Cysrt1
ENSMUSG00000036733	2188	Rbm42
ENSMUSG00000036737	5350	Oxsr1
ENSMUSG00000036743	2494	Psma8
ENSMUSG00000036744	4193	Or2ag2b
ENSMUSG00000036745	8266	Ttll7
ENSMUSG00000036748	2358	Cuedc2
ENSMUSG00000036749	2299	Pramel5
ENSMUSG00000036751	708	Cox6b1
ENSMUSG00000036752	2088	Tubb4b
ENSMUSG00000036760	12300	Kcnk9
ENSMUSG00000036764	4476	Dnajc12
ENSMUSG00000036766	4784	Dner
ENSMUSG00000036768	11020	Kif15
ENSMUSG00000036769	8353	Wdr44
ENSMUSG00000036770	1945	Stpg3
ENSMUSG00000036775	2653	Decr2
ENSMUSG00000036777	9063	Anln
ENSMUSG00000036779	5507	Tent4b
ENSMUSG00000036781	816	Rps27l
ENSMUSG00000036782	4253	Klhl13
ENSMUSG00000036790	8080	Slitrk2
ENSMUSG00000036792	19632	Mbd5
ENSMUSG00000036800	19492	Fam135b
ENSMUSG00000036805	1617	Noxa1
ENSMUSG00000036810	3563	Cnep1r1
ENSMUSG00000036813	2715	Entpd8
ENSMUSG00000036814	4084	Slc6a20a
ENSMUSG00000036815	17227	Dpp10
ENSMUSG00000036816	1629	Atoh7
ENSMUSG00000036817	7596	Sun1
ENSMUSG00000036819	7115	Jmjd4
ENSMUSG00000036820	3659	Amdhd2
ENSMUSG00000036822	3856	Topors
ENSMUSG00000036825	4200	Ssx2ip
ENSMUSG00000036826	1270	Igflr1
ENSMUSG00000036832	2464	Lpar3
ENSMUSG00000036833	7496	Pnpla7
ENSMUSG00000036834	8614	Plch1
ENSMUSG00000036835	1275	Psenen
ENSMUSG00000036840	1968	Siah1a
ENSMUSG00000036845	1388	Lin37
ENSMUSG00000036850	888	Mrpl41
ENSMUSG00000036853	3467	Mcoln3
ENSMUSG00000036854	2299	Hspb6
ENSMUSG00000036855	2661	Gjd4
ENSMUSG00000036856	4194	Wnt4
ENSMUSG00000036858	1283	Ptcra
ENSMUSG00000036860	1027	Mrpl55
ENSMUSG00000036862	11052	Dchs1
ENSMUSG00000036863	5751	Syde2
ENSMUSG00000036864	4717	Proser3
ENSMUSG00000036867	3205	Smad6
ENSMUSG00000036872	6651	Abcc12
ENSMUSG00000036873	2029	2410004B18Rik
ENSMUSG00000036875	5878	Dna2
ENSMUSG00000036879	7508	Phkb
ENSMUSG00000036880	1516	Acaa2
ENSMUSG00000036882	5336	Arhgap33
ENSMUSG00000036885	10116	Arhgef26
ENSMUSG00000036887	1040	C1qa
ENSMUSG00000036890	7928	Gtdc1
ENSMUSG00000036892	2459	Prodh2
ENSMUSG00000036893	8095	Ehmt1
ENSMUSG00000036894	6793	Rap2b
ENSMUSG00000036896	1931	C1qc
ENSMUSG00000036898	8782	Zfp157
ENSMUSG00000036899	3243	Trpv5
ENSMUSG00000036902	6129	Neto2
ENSMUSG00000036904	5974	Fzd8
ENSMUSG00000036905	1088	C1qb
ENSMUSG00000036907	1999	C1ql2
ENSMUSG00000036908	3031	Unc93b1
ENSMUSG00000036912	5392	Piwil4
ENSMUSG00000036913	8744	Trim67
ENSMUSG00000036915	3939	Kirrel2
ENSMUSG00000036916	5236	Zfp280c
ENSMUSG00000036918	6720	Ttc7
ENSMUSG00000036921	683	Tex46
ENSMUSG00000036923	3680	Stox1
ENSMUSG00000036924	783	Cst13
ENSMUSG00000036925	1046	Mucl2
ENSMUSG00000036928	5733	Stag3
ENSMUSG00000036931	2346	Nfkbid
ENSMUSG00000036932	4006	Aifm1
ENSMUSG00000036934	1679	4921524J17Rik
ENSMUSG00000036938	902	Try5
ENSMUSG00000036940	5179	Kdm1a
ENSMUSG00000036941	4971	Elac1
ENSMUSG00000036943	4733	Rab8b
ENSMUSG00000036944	2988	Tmem71
ENSMUSG00000036948	3847	Trappc14
ENSMUSG00000036949	2998	Slc39a12
ENSMUSG00000036951	2789	Aadacl2fm1
ENSMUSG00000036955	4892	Kifbp
ENSMUSG00000036957	2886	Lrfn3
ENSMUSG00000036958	615	Cst11
ENSMUSG00000036959	8516	Bcorl1
ENSMUSG00000036960	4646	Clca2
ENSMUSG00000036961	3479	Wnt8b
ENSMUSG00000036962	2915	Cfap221
ENSMUSG00000036964	3736	Trim17
ENSMUSG00000036966	2927	Spryd3
ENSMUSG00000036968	2399	Cnpy4
ENSMUSG00000036972	10335	Zic4
ENSMUSG00000036975	3341	Tmem177
ENSMUSG00000036977	4837	Anapc10
ENSMUSG00000036980	4476	Taf6
ENSMUSG00000036983	3609	Tfb1m
ENSMUSG00000036985	6733	Zdhhc9
ENSMUSG00000036986	5571	Pml
ENSMUSG00000036989	4569	Trim3
ENSMUSG00000036990	8096	Otud4
ENSMUSG00000036992	1116	Nxt1
ENSMUSG00000036995	4225	Asap3
ENSMUSG00000037001	3890	Zfp39
ENSMUSG00000037003	5452	Tns2
ENSMUSG00000037005	4878	Xpnpep2
ENSMUSG00000037007	6754	Zfp113
ENSMUSG00000037010	3149	Apln
ENSMUSG00000037012	8532	Hk1
ENSMUSG00000037013	10193	Ss18
ENSMUSG00000037014	1424	Sstr4
ENSMUSG00000037016	13255	Frem2
ENSMUSG00000037017	3198	Zscan21
ENSMUSG00000037020	5743	Wdr62
ENSMUSG00000037022	6023	Mmaa
ENSMUSG00000037025	2370	Foxa2
ENSMUSG00000037028	1555	Pramel18
ENSMUSG00000037029	3270	Zfp146
ENSMUSG00000037031	8183	Tspan15
ENSMUSG00000037032	4408	Apbb1
ENSMUSG00000037033	3361	Clca3b
ENSMUSG00000037034	4492	Pax1
ENSMUSG00000037035	4255	Inhbb
ENSMUSG00000037049	3337	Smpd1
ENSMUSG00000037053	1610	Azgp1
ENSMUSG00000037058	3541	Paip2
ENSMUSG00000037060	1662	Cavin3
ENSMUSG00000037062	7467	Sh3glb1
ENSMUSG00000037064	358	Gm5229
ENSMUSG00000037070	1695	Rbmxl1
ENSMUSG00000037071	4892	Scd1
ENSMUSG00000037072	5819	Selenof
ENSMUSG00000037075	5110	Rnf139
ENSMUSG00000037085	4454	Trmt12
ENSMUSG00000037086	1110	Prr32
ENSMUSG00000037089	3105	Slc35b2
ENSMUSG00000037095	1408	Lrg1
ENSMUSG00000037096	444	Gm9762
ENSMUSG00000037098	6935	Rab11fip3
ENSMUSG00000037101	3541	Ttc29
ENSMUSG00000037103	2372	Dcaf15
ENSMUSG00000037104	6416	Socs5
ENSMUSG00000037106	8053	Fer1l6
ENSMUSG00000037108	5697	Zcwpw1
ENSMUSG00000037110	18811	Ralgapa2
ENSMUSG00000037111	10813	Setd7
ENSMUSG00000037112	9539	Sik2
ENSMUSG00000037119	6627	Fam91a1
ENSMUSG00000037124	2192	Trim58
ENSMUSG00000037126	7636	Psd
ENSMUSG00000037129	3245	Tmprss13
ENSMUSG00000037130	1407	H2-M10.6
ENSMUSG00000037134	5679	Prmt9
ENSMUSG00000037138	6654	Aff3
ENSMUSG00000037139	6038	Myom3
ENSMUSG00000037140	1013	Tas2r108
ENSMUSG00000037143	10606	Cfap61
ENSMUSG00000037145	1399	Lypd8l
ENSMUSG00000037148	3084	Arhgap10
ENSMUSG00000037149	5080	Ddx1
ENSMUSG00000037151	3216	Lrrc20
ENSMUSG00000037152	1495	Ndufc1
ENSMUSG00000037157	2569	Il22ra1
ENSMUSG00000037159	3140	Wee2
ENSMUSG00000037161	2067	Mgarp
ENSMUSG00000037166	1367	Ppp1r14a
ENSMUSG00000037167	640	Spaca5
ENSMUSG00000037169	3295	Mycn
ENSMUSG00000037171	2095	Nodal
ENSMUSG00000037172	7811	Dennd11
ENSMUSG00000037174	9563	Elf2
ENSMUSG00000037185	6393	Krt80
ENSMUSG00000037188	2789	Grhl3
ENSMUSG00000037190	1974	Cyb561d2
ENSMUSG00000037196	1572	Pacrg
ENSMUSG00000037197	2405	Rbm17
ENSMUSG00000037202	2584	Prf1
ENSMUSG00000037204	1597	Atg101
ENSMUSG00000037206	2686	Islr
ENSMUSG00000037210	7418	Fam193a
ENSMUSG00000037211	2906	Spry1
ENSMUSG00000037214	2915	Thap1
ENSMUSG00000037216	2051	Lipt1
ENSMUSG00000037217	3299	Syn1
ENSMUSG00000037221	1839	Mospd3
ENSMUSG00000037224	5756	Zfyve28
ENSMUSG00000037225	6782	Fgf2
ENSMUSG00000037234	28486	Hook3
ENSMUSG00000037235	8483	Mxd4
ENSMUSG00000037236	10158	Matr3
ENSMUSG00000037239	6218	Spred3
ENSMUSG00000037242	6572	Clic4
ENSMUSG00000037243	1963	Zfp692
ENSMUSG00000037246	1383	H2-M10.5
ENSMUSG00000037247	853	Pldi
ENSMUSG00000037251	3613	Pomk
ENSMUSG00000037253	3738	Mex3c
ENSMUSG00000037254	3315	Itih2
ENSMUSG00000037257	5681	Aagab
ENSMUSG00000037259	8262	Dzank1
ENSMUSG00000037260	3305	Hgsnat
ENSMUSG00000037262	1705	Kin
ENSMUSG00000037263	4179	Aldh3b3
ENSMUSG00000037266	3349	Rsrp1
ENSMUSG00000037270	32279	Bltp1
ENSMUSG00000037275	6618	Gemin5
ENSMUSG00000037278	1375	Tmem97
ENSMUSG00000037279	2113	Ovol2
ENSMUSG00000037280	3871	Galnt6
ENSMUSG00000037286	11781	Stag1
ENSMUSG00000037287	8483	Tbcel
ENSMUSG00000037295	7010	Ldlrap1
ENSMUSG00000037296	3093	Lsm1
ENSMUSG00000037300	10286	Ttc13
ENSMUSG00000037306	5722	Man1c1
ENSMUSG00000037307	571	Banf2
ENSMUSG00000037313	3552	Tacc3
ENSMUSG00000037315	5209	Jade3
ENSMUSG00000037316	7032	Bag4
ENSMUSG00000037318	5756	Traf3ip3
ENSMUSG00000037321	5476	Tap1
ENSMUSG00000037325	5390	Bbs7
ENSMUSG00000037326	5729	Capn15
ENSMUSG00000037331	6829	Larp1
ENSMUSG00000037334	1057	H2-M1
ENSMUSG00000037335	1997	Hand1
ENSMUSG00000037336	5148	Mfsd2b
ENSMUSG00000037337	3077	Map4k1
ENSMUSG00000037339	9114	Fam53a
ENSMUSG00000037341	3820	Slc9a7
ENSMUSG00000037343	6878	Taf2
ENSMUSG00000037344	5020	Slc12a9
ENSMUSG00000037346	1626	Hrh4
ENSMUSG00000037347	2206	Chst7
ENSMUSG00000037348	4259	Paqr7
ENSMUSG00000037349	1195	Nudt22
ENSMUSG00000037351	4274	Actr1b
ENSMUSG00000037353	4847	Letmd1
ENSMUSG00000037355	8666	Uvssa
ENSMUSG00000037358	3499	Dipk2b
ENSMUSG00000037361	2854	Sf3b6
ENSMUSG00000037362	2869	Ccn3
ENSMUSG00000037363	7238	Letm2
ENSMUSG00000037364	5229	Srrt
ENSMUSG00000037366	3616	Pafah2
ENSMUSG00000037369	8383	Kdm6a
ENSMUSG00000037370	10257	Enpp1
ENSMUSG00000037373	4476	Ctbp1
ENSMUSG00000037375	9150	Hhat
ENSMUSG00000037376	5384	Trmt6
ENSMUSG00000037379	2947	Spon2
ENSMUSG00000037386	10389	Rims2
ENSMUSG00000037390	14181	Muc17
ENSMUSG00000037393	3302	Nmur2
ENSMUSG00000037395	13622	Rcor3
ENSMUSG00000037400	9176	Atp11b
ENSMUSG00000037405	4360	Icam1
ENSMUSG00000037406	2404	Htra4
ENSMUSG00000037408	4829	Cnnm4
ENSMUSG00000037410	8799	Tbc1d2b
ENSMUSG00000037411	3876	Serpine1
ENSMUSG00000037415	6313	Ranbp10
ENSMUSG00000037416	21923	Dmxl1
ENSMUSG00000037418	2579	Best1
ENSMUSG00000037419	4645	Endod1
ENSMUSG00000037424	1047	Taar9
ENSMUSG00000037426	11774	Depdc5
ENSMUSG00000037428	2973	Vgf
ENSMUSG00000037432	6356	Fer1l5
ENSMUSG00000037434	5244	Slc30a1
ENSMUSG00000037437	2993	Adam32
ENSMUSG00000037438	268	Uqcrh-ps1
ENSMUSG00000037440	2416	Vnn1
ENSMUSG00000037443	5269	Cep85
ENSMUSG00000037446	6664	Tulp1
ENSMUSG00000037447	12540	Arid5a
ENSMUSG00000037451	1897	Slc22a20
ENSMUSG00000037455	3252	Slc18b1
ENSMUSG00000037458	6256	Azin1
ENSMUSG00000037461	7319	Ints7
ENSMUSG00000037463	3062	Fbxo27
ENSMUSG00000037465	4179	Klf10
ENSMUSG00000037466	4299	Tedc1
ENSMUSG00000037469	2651	Acp7
ENSMUSG00000037470	12853	Uggt1
ENSMUSG00000037474	13709	Dtl
ENSMUSG00000037475	12666	Thoc2
ENSMUSG00000037477	1778	Tbx10
ENSMUSG00000037482	3378	Erv3
ENSMUSG00000037486	15941	Asxl2
ENSMUSG00000037487	15388	Ubr5
ENSMUSG00000037490	4237	Slc2a12
ENSMUSG00000037492	8310	Zmat4
ENSMUSG00000037493	1433	Cib2
ENSMUSG00000037499	742	Nenf
ENSMUSG00000037503	5219	Fam168b
ENSMUSG00000037509	9861	Arhgef4
ENSMUSG00000037514	4912	Pank2
ENSMUSG00000037519	12556	Ppfia1
ENSMUSG00000037523	3345	Mavs
ENSMUSG00000037525	4652	Bcdin3d
ENSMUSG00000037526	4322	Atg14
ENSMUSG00000037529	2105	Prss40
ENSMUSG00000037531	4419	Mrpl47
ENSMUSG00000037533	13295	Rapgef6
ENSMUSG00000037535	721	1700021A07Rik
ENSMUSG00000037536	4275	Fbxo34
ENSMUSG00000037537	1006	H2-M11
ENSMUSG00000037541	11137	Shank2
ENSMUSG00000037542	4389	Aldh8a1
ENSMUSG00000037544	6805	Dlgap5
ENSMUSG00000037548	1747	H2-DMb2
ENSMUSG00000037552	6797	Plekhg2
ENSMUSG00000037553	5382	Zdhhc18
ENSMUSG00000037563	1266	Rps16
ENSMUSG00000037568	4314	Vash2
ENSMUSG00000037570	3506	Mcrs1
ENSMUSG00000037572	7349	Wdhd1
ENSMUSG00000037573	2288	Tob1
ENSMUSG00000037577	2502	Ephx3
ENSMUSG00000037578	3530	Pkd2l1
ENSMUSG00000037579	5756	Kcnh3
ENSMUSG00000037580	6251	Gch1
ENSMUSG00000037583	1132	Nr0b2
ENSMUSG00000037593	4299	Rskr
ENSMUSG00000037594	1960	Clba1
ENSMUSG00000037600	2379	Kdf1
ENSMUSG00000037601	3342	Nme1
ENSMUSG00000037603	507	Gm5519
ENSMUSG00000037605	17735	Adgrl3
ENSMUSG00000037606	4915	Osbpl5
ENSMUSG00000037608	15301	Bclaf1
ENSMUSG00000037610	3115	Kcnmb2
ENSMUSG00000037613	3962	Tnfrsf23
ENSMUSG00000037617	11167	Spag1
ENSMUSG00000037621	2507	Atoh8
ENSMUSG00000037622	4800	Wdtc1
ENSMUSG00000037624	4818	Kcnk2
ENSMUSG00000037625	1870	Cldn11
ENSMUSG00000037627	5664	Rgs22
ENSMUSG00000037628	2371	Cdkn3
ENSMUSG00000037636	1780	Slc25a43
ENSMUSG00000037638	3490	Zbtb42
ENSMUSG00000037640	8390	Zfp60
ENSMUSG00000037643	5551	Prkci
ENSMUSG00000037646	21273	Vps13b
ENSMUSG00000037649	3448	H2-DMa
ENSMUSG00000037652	17485	Phc3
ENSMUSG00000037653	3373	Kctd8
ENSMUSG00000037656	6216	Slc20a2
ENSMUSG00000037660	1423	Gdf7
ENSMUSG00000037661	4227	Gpr160
ENSMUSG00000037664	2039	Cdkn1c
ENSMUSG00000037669	7297	Ldah
ENSMUSG00000037674	15192	Rfx7
ENSMUSG00000037679	4871	Inf2
ENSMUSG00000037681	7138	Esyt3
ENSMUSG00000037683	2830	Armc3
ENSMUSG00000037685	14278	Atp8a1
ENSMUSG00000037686	3521	Aspg
ENSMUSG00000037689	759	Tmem247
ENSMUSG00000037692	8444	Ahdc1
ENSMUSG00000037697	14076	Ddhd1
ENSMUSG00000037703	4252	Lzts3
ENSMUSG00000037705	7411	Tecta
ENSMUSG00000037706	2879	Cd81
ENSMUSG00000037708	3392	Spag6
ENSMUSG00000037709	10505	Fam13a
ENSMUSG00000037710	1084	Cisd1
ENSMUSG00000037712	5191	Fermt2
ENSMUSG00000037716	5342	Ccdc33
ENSMUSG00000037720	8961	Tmem33
ENSMUSG00000037722	4735	Gnpnat1
ENSMUSG00000037725	3215	Ckap2
ENSMUSG00000037727	577	Avp
ENSMUSG00000037730	6764	Mynn
ENSMUSG00000037731	3079	Themis2
ENSMUSG00000037735	3173	2810032G03Rik
ENSMUSG00000037736	11703	Limch1
ENSMUSG00000037737	1961	Actrt3
ENSMUSG00000037738	2897	Nek5
ENSMUSG00000037740	4358	Mrps26
ENSMUSG00000037742	2493	Eef1a1
ENSMUSG00000037747	9732	Phyhipl
ENSMUSG00000037750	3490	Fam222b
ENSMUSG00000037752	4312	Xkr8
ENSMUSG00000037754	8844	Ppp1r16b
ENSMUSG00000037759	5193	Ptger2
ENSMUSG00000037761	4186	Actr5
ENSMUSG00000037762	3869	Slc16a9
ENSMUSG00000037771	2797	Slc32a1
ENSMUSG00000037772	4883	Mrpl23
ENSMUSG00000037773	5072	Pced1a
ENSMUSG00000037780	1570	Mbl1
ENSMUSG00000037784	7984	Dzip1l
ENSMUSG00000037787	4016	Coa8
ENSMUSG00000037788	9821	Vopp1
ENSMUSG00000037790	306	Defb7
ENSMUSG00000037791	4909	Phf12
ENSMUSG00000037795	14946	N4bp2
ENSMUSG00000037797	1450	Adh4
ENSMUSG00000037798	3468	Mat1a
