GeneID	GSM3021797	GSM3021798	GSM3021799	GSM3021800	GSM3021801	GSM3021802
ENSG00000236590	0	0	0	0	0	0
ENSG00000234480	0	0	0	0	0	0
ENSG00000237910	0	0	0	1	0	0
ENSG00000234939	0	0	0	0	0	0
ENSG00000234576	0	0	0	0	0	0
ENSG00000226831	0	0	0	0	0	0
ENSG00000276460	0	0	0	0	0	0
ENSG00000223631	0	0	0	0	0	0
ENSG00000284659	7	4	3	9	1	0
ENSG00000214077	6	11	12	15	12	15
ENSG00000217950	6	6	3	5	5	0
ENSG00000232742	5	10	7	16	9	13
ENSG00000273073	4	3	2	6	4	6
ENSG00000173272	420	379	379	376	290	228
ENSG00000075886	13	8	4	9	7	2
ENSG00000284149	0	0	0	0	0	0
ENSG00000152117	4	3	4	0	2	2
ENSG00000293311	206	253	216	245	233	228
ENSG00000163040	427	366	309	271	361	295
ENSG00000224679	0	0	0	0	0	0
ENSG00000286208	0	0	0	0	0	0
ENSG00000204434	0	0	0	0	0	1
ENSG00000251956	0	0	0	0	0	0
ENSG00000224559	0	0	0	0	0	0
ENSG00000270930	0	0	0	0	0	0
ENSG00000287151	32	42	45	55	32	30
ENSG00000288031	0	0	3	4	1	0
ENSG00000197927	0	0	0	0	1	0
ENSG00000213222	2	1	2	1	0	5
ENSG00000290616	0	0	0	0	0	0
ENSG00000290594	0	0	0	0	0	0
ENSG00000287071	0	0	0	0	0	0
ENSG00000290618	0	0	0	0	0	0
ENSG00000186825	0	1	0	0	0	2
ENSG00000274353	0	0	0	0	0	0
ENSG00000229203	0	0	0	0	0	0
ENSG00000232760	0	3	0	0	1	0
ENSG00000244337	0	0	0	0	0	0
ENSG00000235615	7	7	12	0	13	7
ENSG00000236485	0	5	2	2	2	4
ENSG00000287414	0	1	1	2	2	2
ENSG00000226886	2	2	0	1	2	1
ENSG00000271179	0	0	0	0	0	0
ENSG00000225594	0	0	0	0	0	0
ENSG00000227745	0	0	0	0	0	0
ENSG00000163046	0	0	2	0	0	0
ENSG00000239108	0	0	0	0	0	0
ENSG00000202174	0	0	0	0	0	0
ENSG00000221288	0	0	0	0	0	0
ENSG00000233786	0	0	0	0	1	0
ENSG00000230803	0	0	0	0	0	0
ENSG00000290902	7	3	2	2	8	9
ENSG00000018607	1	5	0	3	1	0
ENSG00000272769	2	6	3	4	1	1
ENSG00000286833	11	8	4	5	7	4
ENSG00000230992	0	0	3	4	0	0
ENSG00000252705	0	0	0	0	0	0
ENSG00000183840	4	6	3	0	5	5
ENSG00000232349	0	0	0	0	0	0
ENSG00000200718	0	0	0	0	0	0
ENSG00000150551	86	106	120	149	99	158
ENSG00000230065	0	0	3	0	1	0
ENSG00000176771	311	357	318	238	241	295
ENSG00000286068	0	2	0	1	2	0
ENSG00000228721	0	0	0	0	0	1
ENSG00000233729	2	2	1	0	3	0
ENSG00000279512	0	1	0	1	0	0
ENSG00000226953	9	9	6	5	10	13
ENSG00000252688	0	0	0	0	0	0
ENSG00000222068	0	0	0	0	0	0
ENSG00000232474	0	0	0	0	0	0
ENSG00000223430	0	0	0	0	0	0
ENSG00000200708	0	0	0	0	0	0
ENSG00000286697	1	0	0	0	0	0
ENSG00000152127	1034	1213	1186	1209	1072	1366
ENSG00000263813	0	0	0	0	0	0
ENSG00000289534	1	0	0	0	0	0
ENSG00000222921	0	0	0	0	0	0
ENSG00000234060	0	0	0	0	0	0
ENSG00000152128	715	946	823	457	597	506
ENSG00000287463	5	4	3	2	7	2
ENSG00000224043	62	51	37	52	61	64
ENSG00000234682	0	0	0	0	0	6
ENSG00000228098	0	0	0	0	0	0
ENSG00000153086	11	1	7	12	9	3
ENSG00000263783	0	0	0	0	0	0
ENSG00000082258	1069	1037	931	1209	1005	1284
ENSG00000176601	23	37	28	43	75	76
ENSG00000115839	936	973	897	1013	922	1002
ENSG00000208308	0	0	0	0	0	0
ENSG00000121988	116	97	95	148	158	139
ENSG00000235651	3	2	3	3	0	5
ENSG00000048991	1181	1206	1118	1274	1160	1410
ENSG00000201308	0	0	0	0	0	0
ENSG00000207654	0	0	0	0	0	0
ENSG00000144224	1359	1251	1253	1596	1434	1599
ENSG00000115850	1	0	2	2	1	1
ENSG00000200664	0	0	0	0	0	0
ENSG00000226806	0	0	0	0	0	0
ENSG00000076003	2872	1778	2257	2459	2022	1972
ENSG00000214070	0	0	0	0	0	0
ENSG00000115866	1139	1097	1116	1039	852	1047
ENSG00000231890	12	16	8	8	11	9
ENSG00000237262	0	0	0	1	1	0
ENSG00000121966	1339	1945	1628	1067	845	1307
ENSG00000289974	0	0	0	1	2	0
ENSG00000227347	15	15	22	25	19	34
ENSG00000279024	0	0	0	0	0	0
ENSG00000230037	7	26	8	27	17	20
ENSG00000251976	0	0	0	0	0	0
ENSG00000229568	0	0	0	0	0	0
ENSG00000144229	49	78	30	76	31	53
ENSG00000212425	0	0	0	0	0	0
ENSG00000222394	0	0	0	0	0	0
ENSG00000150540	4	7	7	17	19	19
ENSG00000224231	0	0	0	0	0	0
ENSG00000233045	5	9	9	16	7	3
ENSG00000234645	2	4	3	2	8	11
ENSG00000237939	0	1	0	0	0	1
ENSG00000232915	0	0	0	0	0	0
ENSG00000228043	5	0	0	2	1	2
ENSG00000230569	0	0	0	0	0	0
ENSG00000144228	173	101	148	147	127	140
ENSG00000241772	0	1	1	3	2	0
ENSG00000260059	0	0	0	0	1	0
ENSG00000237772	0	1	0	2	0	0
ENSG00000144227	25	31	30	45	27	26
ENSG00000222826	0	0	0	0	0	0
ENSG00000229104	0	0	0	0	0	0
ENSG00000232992	1	3	1	0	0	0
ENSG00000287147	0	0	0	0	0	0
ENSG00000286778	0	0	0	0	0	0
ENSG00000226939	0	0	0	0	0	0
ENSG00000229131	0	0	0	0	0	0
ENSG00000206901	0	0	0	0	0	0
ENSG00000235232	0	0	0	0	0	0
ENSG00000228374	0	0	0	0	0	0
ENSG00000223554	0	0	0	0	0	0
ENSG00000240977	0	0	0	0	0	0
ENSG00000224028	0	0	0	0	0	0
ENSG00000227149	0	0	0	0	0	0
ENSG00000231567	0	0	0	0	1	0
ENSG00000223921	0	1	1	0	0	2
ENSG00000168702	140	216	160	323	380	227
ENSG00000277306	0	0	0	0	0	0
ENSG00000283506	0	0	0	0	0	0
ENSG00000236440	4	1	0	9	4	3
ENSG00000238065	0	0	0	0	0	0
ENSG00000201892	0	0	0	0	0	0
ENSG00000252015	0	0	0	0	0	0
ENSG00000233329	0	0	0	0	0	0
ENSG00000244125	3	1	2	12	9	1
ENSG00000228134	0	0	0	0	0	0
ENSG00000229781	0	0	0	0	0	0
ENSG00000115919	0	0	0	2	0	0
ENSG00000270390	0	0	0	0	0	0
ENSG00000075884	5	7	21	17	10	14
ENSG00000224288	0	0	0	0	0	0
ENSG00000226839	0	0	0	0	0	0
ENSG00000224852	0	0	0	0	0	0
ENSG00000232772	0	0	0	0	0	0
ENSG00000236300	0	0	0	0	0	0
ENSG00000227557	0	0	0	0	0	0
ENSG00000225476	0	0	0	0	0	0
ENSG00000284167	0	0	0	0	0	0
ENSG00000231766	0	0	0	0	0	0
ENSG00000257284	0	0	0	0	0	0
ENSG00000228655	0	0	0	0	0	1
ENSG00000283994	0	0	0	0	0	0
ENSG00000231758	0	0	0	0	0	0
ENSG00000257277	0	0	0	0	0	0
ENSG00000257226	0	0	0	0	0	0
ENSG00000236356	0	0	0	0	0	0
ENSG00000200287	0	0	0	0	0	0
ENSG00000232377	0	1	0	0	0	0
ENSG00000121964	202	301	278	243	200	231
ENSG00000169554	593	611	639	738	559	853
ENSG00000283118	0	0	0	0	0	0
ENSG00000279166	0	0	0	1	1	0
ENSG00000238057	2	10	4	5	5	5
ENSG00000275372	0	0	0	0	0	0
ENSG00000273537	0	0	0	0	0	0
ENSG00000277444	0	0	0	0	0	0
ENSG00000232606	0	3	0	0	4	0
ENSG00000287115	10	6	11	12	14	16
ENSG00000226674	0	0	0	1	0	0
ENSG00000234940	0	0	0	0	0	0
ENSG00000276706	0	0	0	0	0	0
ENSG00000235352	0	0	0	0	0	0
ENSG00000268580	0	0	0	0	0	0
ENSG00000235435	0	0	0	0	0	0
ENSG00000214064	0	0	0	0	0	0
ENSG00000225107	0	0	0	0	0	0
ENSG00000286225	0	0	0	0	0	0
ENSG00000226218	0	0	0	0	0	0
ENSG00000234119	0	0	0	0	0	0
ENSG00000233842	0	0	0	0	0	0
ENSG00000279876	0	0	0	0	0	0
ENSG00000251905	0	0	0	0	0	0
ENSG00000230559	0	0	0	0	0	0
ENSG00000227134	0	0	0	0	0	0
ENSG00000198526	0	0	1	0	0	0
ENSG00000231040	0	0	0	0	0	0
ENSG00000271583	0	0	0	0	0	0
ENSG00000287847	0	0	0	0	0	0
ENSG00000207225	0	0	0	0	0	0
ENSG00000207161	0	0	0	0	0	0
ENSG00000202074	0	0	0	0	0	0
ENSG00000253083	0	0	0	0	0	0
ENSG00000229143	0	0	0	0	0	0
ENSG00000121989	1036	1026	945	1160	1025	1249
ENSG00000212389	0	1	1	0	0	0
ENSG00000223911	0	0	0	1	1	2
ENSG00000115947	714	770	681	847	713	1005
ENSG00000204406	450	467	451	388	258	389
ENSG00000281469	0	0	0	0	0	2
ENSG00000281772	0	0	2	0	0	0
ENSG00000212181	0	0	2	0	0	0
ENSG00000224007	0	0	0	1	0	0
ENSG00000232238	0	0	0	0	1	0
ENSG00000135999	462	425	466	629	521	709
ENSG00000222126	0	0	0	0	0	0
ENSG00000223962	0	0	0	0	1	0
ENSG00000231079	0	3	3	7	1	8
ENSG00000228848	1	3	0	1	0	1
ENSG00000226340	0	1	0	1	0	0
ENSG00000168280	2551	2867	2874	3282	2653	3584
ENSG00000289474	2	2	1	6	3	2
ENSG00000286167	0	1	0	1	0	0
ENSG00000150556	59	23	46	35	28	19
ENSG00000228236	1	2	1	2	0	2
ENSG00000286335	0	0	0	0	0	0
ENSG00000224337	0	0	0	0	0	0
ENSG00000187123	231	149	200	269	173	189
ENSG00000223604	0	1	0	1	0	0
ENSG00000168288	1195	1301	1366	1257	1250	1514
ENSG00000231969	0	1	1	1	3	7
ENSG00000207270	0	0	0	0	0	0
ENSG00000162947	0	0	0	0	0	0
ENSG00000286081	0	0	0	0	0	0
ENSG00000230645	0	0	0	0	0	0
ENSG00000231420	0	0	0	0	0	0
ENSG00000115963	1508	2160	1875	2013	1807	2820
ENSG00000236049	0	0	0	0	0	0
ENSG00000237220	0	0	0	0	0	0
ENSG00000232359	0	0	0	0	0	0
ENSG00000224048	0	0	0	0	0	0
ENSG00000228064	0	0	0	0	0	0
ENSG00000222031	0	0	0	0	0	0
ENSG00000236885	1	1	0	0	0	0
ENSG00000213201	0	0	0	0	0	0
ENSG00000184898	6	6	8	8	5	18
ENSG00000123609	1	0	0	0	1	4
ENSG00000123610	0	0	0	0	0	0
ENSG00000283569	0	0	0	0	0	0
ENSG00000264684	0	0	0	0	0	0
ENSG00000242113	0	0	0	0	0	0
ENSG00000080345	983	637	623	912	711	878
ENSG00000183091	39	17	36	39	47	22
ENSG00000162980	202	188	205	246	192	238
ENSG00000288066	78	57	67	98	83	82
ENSG00000283228	0	0	0	0	0	0
ENSG00000182389	134	128	150	97	68	145
ENSG00000225214	0	0	0	1	0	0
ENSG00000115145	220	304	236	293	248	384
ENSG00000234272	0	1	0	0	0	0
ENSG00000286234	0	0	0	0	0	0
ENSG00000199884	0	0	0	0	0	0
ENSG00000157827	1266	1387	1153	1430	1133	1612
ENSG00000213197	0	3	2	4	2	2
ENSG00000287085	2	2	0	3	0	2
ENSG00000270776	0	3	0	0	0	0
ENSG00000286207	59	40	40	31	38	38
ENSG00000196504	1445	1232	1283	1414	1225	1491
ENSG00000177917	668	579	534	611	618	631
ENSG00000234932	0	0	0	0	0	0
ENSG00000226213	0	0	0	0	0	0
ENSG00000214025	0	0	0	0	0	0
ENSG00000224612	0	0	0	0	0	0
ENSG00000226338	1	3	0	1	0	4
ENSG00000227708	0	0	0	0	0	0
ENSG00000214024	0	0	0	0	0	0
ENSG00000242575	2	2	1	0	1	3
ENSG00000227400	0	0	0	0	0	0
ENSG00000200377	0	0	0	0	0	0
ENSG00000177519	443	740	448	283	380	371
ENSG00000236917	0	0	0	0	0	0
ENSG00000144278	198	156	219	218	177	224
ENSG00000230251	1	1	5	2	1	3
ENSG00000224675	0	1	7	4	1	8
ENSG00000238004	0	1	0	0	0	0
ENSG00000223290	0	0	0	0	0	0
ENSG00000287900	5	4	2	2	7	5
ENSG00000162989	38	30	30	31	33	48
ENSG00000293581	0	0	0	0	0	0
ENSG00000228837	0	0	0	0	0	0
ENSG00000230991	0	1	0	0	1	0
ENSG00000223197	0	0	0	0	0	0
ENSG00000232982	0	0	0	0	0	0
ENSG00000229701	0	0	0	0	0	0
ENSG00000227682	0	2	0	2	0	0
ENSG00000293112	0	0	0	0	0	0
ENSG00000233709	0	0	0	0	0	0
ENSG00000233039	0	0	0	0	0	0
ENSG00000233248	0	0	0	0	0	0
ENSG00000229935	0	0	0	0	0	0
ENSG00000206718	0	0	0	0	0	0
ENSG00000286679	4	0	2	0	0	0
ENSG00000226383	41	34	24	11	8	25
ENSG00000235548	0	0	0	0	0	0
ENSG00000282440	0	0	0	0	0	0
ENSG00000153234	230	281	267	233	366	230
ENSG00000115159	296	238	230	242	267	212
ENSG00000283436	0	0	0	0	0	0
ENSG00000238069	0	0	0	0	0	0
ENSG00000287048	0	0	0	1	0	4
ENSG00000286889	0	0	0	0	0	0
ENSG00000286530	0	0	0	0	0	0
ENSG00000213194	1	1	0	2	0	1
ENSG00000136542	63	177	125	245	318	219
ENSG00000222404	0	0	0	0	0	0
ENSG00000136541	10	12	13	6	31	21
ENSG00000230562	4	3	10	7	7	7
ENSG00000115165	0	0	0	0	2	0
ENSG00000123612	3	4	3	7	15	20
ENSG00000234584	1	3	3	0	0	1
ENSG00000115170	407	440	416	393	430	389
ENSG00000007001	7	7	7	8	15	14
ENSG00000270557	11	19	14	16	12	16
ENSG00000251980	0	0	0	0	0	0
ENSG00000271320	3	0	1	10	20	6
ENSG00000228937	1	0	0	0	0	1
ENSG00000212410	0	0	0	0	0	0
ENSG00000231158	0	0	0	0	0	0
ENSG00000227480	0	0	0	0	0	0
ENSG00000153237	29	14	15	21	29	17
ENSG00000234890	0	0	0	0	0	0
ENSG00000243723	0	0	0	0	0	0
ENSG00000144283	878	732	660	883	881	836
ENSG00000289488	0	0	0	0	0	0
ENSG00000227331	2	0	0	1	0	2
ENSG00000204380	9	5	5	4	5	6
ENSG00000228586	0	0	0	0	0	0
ENSG00000231675	0	0	0	0	0	0
ENSG00000163331	0	1	2	11	13	11
ENSG00000286621	0	0	0	0	0	0
ENSG00000243792	2	0	0	0	0	0
ENSG00000251491	0	1	0	0	0	0
ENSG00000188668	0	0	0	0	0	0
ENSG00000222300	0	0	0	0	0	0
ENSG00000115183	267	257	227	257	299	267
ENSG00000213189	150	119	169	125	99	135
ENSG00000202029	0	0	0	0	0	0
ENSG00000226878	0	0	0	0	0	0
ENSG00000275141	0	0	0	0	0	0
ENSG00000196151	84	68	69	99	113	104
ENSG00000123636	772	604	726	1016	664	973
ENSG00000223642	2	3	1	0	1	0
ENSG00000270893	0	0	0	0	0	0
ENSG00000225369	0	0	0	0	0	0
ENSG00000207117	0	0	0	0	0	0
ENSG00000224152	48	47	36	54	47	48
ENSG00000226266	4	12	5	3	9	9
ENSG00000230783	1	2	1	2	1	3
ENSG00000136536	972	1111	967	1252	1225	1332
ENSG00000241399	1	4	4	11	3	2
ENSG00000248672	0	0	0	0	0	0
ENSG00000287091	0	0	1	3	1	0
ENSG00000054219	0	5	3	0	1	2
ENSG00000227055	0	0	0	0	0	0
ENSG00000153246	4	5	2	2	1	13
ENSG00000115221	0	3	0	1	0	2
ENSG00000285373	2	0	1	0	0	2
ENSG00000153250	63	164	104	167	188	172
ENSG00000283734	0	0	0	0	0	0
ENSG00000279844	0	0	0	0	0	0
ENSG00000244372	0	0	0	0	0	0
ENSG00000232337	0	0	0	0	0	0
ENSG00000224467	0	0	0	0	0	0
ENSG00000136560	216	250	259	230	202	230
ENSG00000235724	2	1	0	2	0	1
ENSG00000227403	0	0	1	0	0	0
ENSG00000225813	0	0	0	0	0	0
ENSG00000115233	1129	1006	1130	1407	1228	1235
ENSG00000232320	37	58	52	39	34	43
ENSG00000271924	3	1	0	0	4	4
ENSG00000136535	602	258	398	523	524	229
ENSG00000224076	0	0	0	0	0	0
ENSG00000251621	15	3	1	5	13	0
ENSG00000144290	412	341	278	353	479	332
ENSG00000280105	27	5	6	6	7	4
ENSG00000226121	70	39	41	58	62	70
ENSG00000238570	0	0	0	0	0	0
ENSG00000226946	0	0	0	0	0	0
ENSG00000288091	0	2	2	1	2	3
ENSG00000235716	0	0	0	1	1	0
ENSG00000234732	0	0	0	0	0	0
ENSG00000197635	9	4	13	17	9	12
ENSG00000230918	0	1	1	1	0	0
ENSG00000231445	0	0	0	0	0	0
ENSG00000224674	3	0	0	0	0	0
ENSG00000233397	0	0	0	0	0	0
ENSG00000115263	0	0	0	2	0	0
ENSG00000236841	0	0	0	0	0	0
ENSG00000078098	15	6	18	6	6	10
ENSG00000115267	0	0	0	0	0	0
ENSG00000115271	344	231	269	263	270	234
ENSG00000184611	43	22	13	20	27	24
ENSG00000212312	0	0	0	0	0	0
ENSG00000237750	0	2	0	0	1	1
ENSG00000230282	0	0	0	0	0	0
ENSG00000200902	0	0	0	0	0	0
ENSG00000182263	177	364	300	304	181	340
ENSG00000237844	1	0	0	0	0	0
ENSG00000226847	0	0	0	0	0	0
ENSG00000229641	0	0	0	0	0	0
ENSG00000115290	27	67	49	43	60	63
ENSG00000277998	20	21	82	28	48	33
ENSG00000082438	72	252	154	285	444	363
ENSG00000224331	0	1	0	2	0	0
ENSG00000206869	0	0	0	1	0	0
ENSG00000236283	3	6	2	7	10	7
ENSG00000199508	0	0	0	0	0	0
ENSG00000169507	2	6	5	5	13	6
ENSG00000223318	0	0	0	0	0	0
ENSG00000153253	329	471	443	495	264	541
ENSG00000136531	418	375	250	266	224	295
ENSG00000233204	0	1	0	0	0	0
ENSG00000288089	0	1	0	0	0	6
ENSG00000178662	834	1006	792	873	542	1043
ENSG00000293576	1	2	4	5	2	6
ENSG00000293580	0	1	0	0	1	1
ENSG00000115339	12	15	9	13	9	31
ENSG00000235192	0	0	0	0	0	0
ENSG00000229195	0	1	1	0	2	3
ENSG00000123607	456	517	478	533	500	595
ENSG00000224490	0	1	0	0	0	0
ENSG00000236107	1	2	0	3	2	0
ENSG00000144285	75	60	38	40	39	46
ENSG00000238813	0	0	0	0	0	0
ENSG00000222376	0	0	0	0	0	0
ENSG00000169432	90	80	66	67	59	84
ENSG00000136546	4	12	3	4	1	1
ENSG00000283657	0	0	0	0	1	0
ENSG00000163092	0	0	0	0	2	0
ENSG00000225182	0	0	0	0	0	0
ENSG00000254552	0	0	0	0	0	0
ENSG00000172318	51	56	56	159	136	117
ENSG00000228222	0	0	0	0	0	0
ENSG00000238357	0	0	0	0	0	0
ENSG00000214211	1	0	1	0	1	2
ENSG00000235335	2	0	0	2	0	3
ENSG00000198648	747	795	763	969	879	1128
ENSG00000238259	1	1	1	0	1	2
ENSG00000241074	0	0	0	0	0	0
ENSG00000172292	395	380	342	440	364	429
ENSG00000265694	0	0	0	0	1	0
ENSG00000199348	0	0	0	0	0	0
ENSG00000227617	1	3	0	6	2	0
ENSG00000163072	4	4	2	5	5	3
ENSG00000152253	1	1	0	2	2	3
ENSG00000152254	0	0	0	0	0	0
ENSG00000073734	0	4	0	0	1	2
ENSG00000073737	0	0	0	0	0	0
ENSG00000235321	0	0	0	0	0	0
ENSG00000235995	0	0	0	0	0	0
ENSG00000081479	146	274	280	199	168	423
ENSG00000163093	53	88	80	68	72	67
ENSG00000251569	0	0	0	0	0	0
ENSG00000239474	7	1	4	13	10	15
ENSG00000138399	216	205	221	298	283	353
ENSG00000229827	0	0	0	1	0	0
ENSG00000138398	757	530	702	852	660	912
ENSG00000154479	43	54	44	48	42	50
ENSG00000226072	1	0	0	0	0	0
ENSG00000144362	46	38	24	38	63	48
ENSG00000213160	867	707	790	888	799	1071
ENSG00000206961	0	2	0	0	0	0
ENSG00000231550	7	11	1	5	8	1
ENSG00000214369	2	8	7	10	3	4
ENSG00000138385	909	833	923	1110	924	1165
ENSG00000138382	309	286	254	329	273	267
ENSG00000144357	555	620	512	530	498	674
ENSG00000227176	1	3	2	3	1	7
ENSG00000252807	0	0	0	0	0	0
ENSG00000071909	7	12	4	10	7	11
ENSG00000231898	0	1	0	0	0	0
ENSG00000214821	0	1	0	0	0	1
ENSG00000213981	1	3	3	5	5	6
ENSG00000275414	0	0	0	0	0	0
ENSG00000234350	11	23	5	1	17	24
ENSG00000222033	0	1	0	0	0	0
ENSG00000204335	11	32	29	42	39	32
ENSG00000128692	62	43	55	76	42	61
ENSG00000204334	17	31	22	46	38	37
ENSG00000222509	0	0	0	0	0	0
ENSG00000128683	614	1111	779	732	651	979
ENSG00000235934	50	63	32	72	76	118
ENSG00000286611	8	6	1	4	3	4
ENSG00000286115	0	9	2	0	0	0
ENSG00000115806	1256	1286	1349	1442	1364	1426
ENSG00000198586	637	589	545	689	569	766
ENSG00000123600	263	173	166	183	199	205
ENSG00000224553	0	0	0	0	2	1
ENSG00000115827	442	360	373	458	340	441
ENSG00000228507	0	0	1	2	4	1
ENSG00000234061	0	0	0	0	0	0
ENSG00000233762	924	761	773	535	635	559
ENSG00000071967	190	135	134	62	73	63
ENSG00000233934	0	0	0	0	0	0
ENSG00000077380	0	0	3	3	1	1
ENSG00000115840	8	11	3	9	8	11
ENSG00000252779	0	0	0	0	0	0
ENSG00000128708	24	5	32	30	17	7
ENSG00000172878	1	0	0	0	0	0
ENSG00000288958	0	0	0	0	0	0
ENSG00000144355	0	0	0	0	1	1
ENSG00000115844	19	12	23	584	531	964
ENSG00000236651	0	0	0	1	1	3
ENSG00000091409	416	327	361	452	394	459
ENSG00000288048	13	5	5	9	11	9
ENSG00000232555	0	0	0	0	0	0
ENSG00000286557	0	0	0	0	0	0
ENSG00000278924	0	0	0	0	0	0
ENSG00000226963	0	0	0	0	0	0
ENSG00000232788	7	22	6	8	4	7
ENSG00000152256	396	364	423	219	212	199
ENSG00000199866	0	0	0	0	0	0
ENSG00000230104	0	0	0	0	0	0
ENSG00000228016	4	4	3	2	1	4
ENSG00000239041	0	0	0	0	0	0
ENSG00000091428	94	78	83	112	59	99
ENSG00000232292	0	0	0	0	0	0
ENSG00000091436	258	169	167	268	265	239
ENSG00000238133	3	3	1	1	0	0
ENSG00000231735	0	0	0	0	0	0
ENSG00000236391	0	1	0	0	0	0
ENSG00000293276	0	0	0	0	0	0
ENSG00000144354	1353	630	682	768	929	609
ENSG00000213148	1	0	1	2	0	0
ENSG00000236832	0	0	0	0	0	0
ENSG00000226131	0	0	0	0	0	0
ENSG00000237016	0	1	0	0	0	0
ENSG00000237617	0	0	0	0	0	0
ENSG00000270460	0	1	0	0	0	0
ENSG00000234415	0	1	0	0	0	0
ENSG00000172845	922	816	819	1108	902	1123
ENSG00000289296	0	2	0	2	0	5
ENSG00000271151	0	5	3	1	5	1
ENSG00000273258	0	0	0	0	0	0
ENSG00000260868	0	0	0	0	0	1
ENSG00000235414	0	0	0	0	0	0
ENSG00000138430	1436	1260	1413	1622	1424	1797
ENSG00000270799	0	1	1	1	0	1
ENSG00000243770	0	0	0	0	0	0
ENSG00000201088	0	0	0	0	0	0
ENSG00000227180	0	0	0	0	0	0
ENSG00000237804	4	1	4	1	2	1
ENSG00000231453	3	1	3	11	6	11
ENSG00000280414	0	0	0	5	4	5
ENSG00000217236	8	4	8	57	53	122
ENSG00000138433	286	332	330	366	325	388
ENSG00000144306	292	279	257	314	291	381
ENSG00000163328	106	129	82	99	78	99
ENSG00000226853	23	23	20	19	21	13
ENSG00000179997	0	0	0	0	0	0
ENSG00000279884	0	0	0	0	0	0
ENSG00000236449	3	0	2	1	0	1
ENSG00000206965	0	1	0	0	0	0
ENSG00000115935	143	134	148	161	104	107
ENSG00000237798	0	0	0	0	0	0
ENSG00000290018	351	268	299	203	232	327
ENSG00000235655	299	306	305	236	349	304
ENSG00000138435	7	5	5	10	2	2
ENSG00000128656	617	809	703	716	530	824
ENSG00000212167	0	0	0	0	0	0
ENSG00000199827	0	0	0	0	0	0
ENSG00000227187	0	0	0	0	1	0
ENSG00000115966	664	673	707	694	648	732
ENSG00000277948	0	0	0	0	0	0
ENSG00000215973	0	0	0	0	0	0
ENSG00000229750	0	0	0	0	0	0
ENSG00000154518	1867	2106	2130	2281	2022	2355
ENSG00000200121	0	0	0	0	0	0
ENSG00000233131	4	5	0	1	1	2
ENSG00000229066	0	0	0	0	0	0
ENSG00000289349	1	1	5	0	3	0
ENSG00000223976	0	0	0	0	0	0
ENSG00000235047	0	0	0	0	0	0
ENSG00000229779	0	0	0	0	0	0
ENSG00000144320	387	408	410	425	311	451
ENSG00000174279	7	15	14	2	1	25
ENSG00000128714	1	0	7	1	3	0
ENSG00000170178	0	0	0	0	0	0
ENSG00000128713	0	0	0	0	0	0
ENSG00000128710	0	0	0	0	0	0
ENSG00000237380	0	0	0	0	0	0
ENSG00000128709	0	2	1	1	1	0
ENSG00000175879	4	0	0	0	0	2
ENSG00000128652	90	291	200	108	50	173
ENSG00000207744	0	0	0	0	0	0
ENSG00000170166	14	33	37	26	9	20
ENSG00000224189	29	143	85	36	19	84
ENSG00000272729	2	9	2	2	1	7
ENSG00000226363	2	10	2	5	1	6
ENSG00000128645	0	0	2	0	0	0
ENSG00000283880	0	0	0	0	0	0
ENSG00000279160	0	0	0	0	0	0
ENSG00000218175	269	301	389	404	360	332
ENSG00000230384	0	0	0	0	0	1
ENSG00000128654	481	543	480	443	496	555
ENSG00000237260	0	1	1	0	0	0
ENSG00000224577	0	0	2	1	0	2
ENSG00000229434	0	0	0	0	0	0
ENSG00000236231	0	0	0	0	0	0
ENSG00000283203	0	0	0	0	0	0
ENSG00000163364	0	3	1	0	0	0
ENSG00000252027	0	0	0	0	0	0
ENSG00000230552	0	2	1	0	0	2
ENSG00000237053	0	1	0	0	0	1
ENSG00000223777	0	0	0	0	0	0
ENSG00000279205	2	0	3	0	0	0
ENSG00000227098	0	1	0	0	1	0
ENSG00000206866	0	0	0	0	0	0
ENSG00000236501	15	8	1	1	4	2
ENSG00000229337	7	17	5	3	11	5
ENSG00000251746	0	0	0	0	0	0
ENSG00000226273	0	0	0	0	0	0
ENSG00000201102	0	0	0	0	0	0
ENSG00000213069	0	0	0	0	0	0
ENSG00000170144	2411	2133	2305	2615	2317	2723
ENSG00000284252	0	0	0	0	0	0
ENSG00000116044	523	380	508	628	586	462
ENSG00000225808	3	2	4	3	1	1
ENSG00000265396	0	0	0	0	0	0
ENSG00000222043	7	11	14	7	0	6
ENSG00000213963	72	72	48	74	62	77
ENSG00000271825	1	2	1	0	0	1
ENSG00000271996	0	0	4	0	0	1
ENSG00000278418	0	1	0	0	0	2
ENSG00000237178	0	0	0	0	0	0
ENSG00000238295	0	0	0	0	0	0
ENSG00000018510	555	470	430	497	374	531
ENSG00000196659	125	99	102	118	143	169
ENSG00000237655	0	0	0	0	0	0
ENSG00000197557	94	124	120	196	171	148
ENSG00000128655	29	46	36	17	36	39
ENSG00000229941	1	1	0	3	3	1
ENSG00000236664	0	0	0	0	0	0
ENSG00000213962	0	0	0	0	0	0
ENSG00000229744	0	0	0	0	0	0
ENSG00000206788	0	0	0	0	0	0
ENSG00000249909	0	1	0	0	0	0
ENSG00000227241	0	0	0	1	0	0
ENSG00000155636	155	168	109	193	176	171
ENSG00000223096	0	0	0	0	0	0
ENSG00000079156	302	386	299	263	245	289
ENSG00000223960	151	217	148	187	134	281
